order_id,user_id,product_id,category,region,city,priority,status,quantity,base_price,price,amount,order_date,old_name,email
10046,,P925,Sports,South,Bengaluru,Low,Cancelled,1,3573.05,3573.05,3573.05,2025-12-10,User_46,user46@example.com
10047,1169.0,P738,Clothing,South,Bengaluru,Low,Completed,7,442.87,442.87,3100.09,2025-06-03,User_47,user47@example.com
10048,1283.0,P230,Furniture,East,Patna,Medium,Cancelled,7,1698.3,1698.3,11888.1,2025-07-14,User_48,user48@example.com
10049,1000.0,P411,Clothing,South,Chennai,High,Pending,10,1574.65,1574.65,15746.5,2025-10-24,User_49,user49@example.com
10050,1242.0,P912,Books,East,Bhubaneswar,High,Cancelled,8,2266.58,2266.58,18132.64,2025-02-13,User_50,user50@example.com
10051,1384.0,P340,Books,East,Patna,Medium,Completed,10,1742.42,1742.42,17424.2,2025-04-12,User_51,user51@example.com
10052,1435.0,P886,Electronics,South,Hyderabad,Medium,Pending,1,1299.73,1299.73,1299.73,2025-11-19,User_52,user52@example.com
10053,1335.0,P804,Electronics,South,Chennai,High,Pending,7,2522.45,2522.45,17657.15,2025-04-23,User_53,user53@example.com
10054,1469.0,P968,Electronics,South,Chennai,Medium,Completed,9,2376.29,2376.29,21386.61,2025-08-26,User_54,user54@example.com
10055,1218.0,P950,Sports,East,Bhubaneswar,Medium,Completed,10,4093.53,4093.53,40935.3,2025-09-01,User_55,user55@example.com
10056,1398.0,P633,Groceries,West,Pune,Low,Completed,4,4215.33,4215.33,16861.32,2025-05-21,User_56,user56@example.com
10057,1457.0,P653,Electronics,West,Mumbai,High,Completed,5,1249.02,1249.02,6245.1,2025-04-29,User_57,user57@example.com
10058,1208.0,P438,Sports,West,Ahmedabad,Medium,Pending,3,3561.45,3561.45,10684.35,2025-02-01,User_58,user58@example.com
10059,1356.0,P120,Sports,South,Bengaluru,Medium,Pending,7,4533.71,4533.71,31735.97,2025-01-04,User_59,user59@example.com
10060,1214.0,P651,Books,East,Bhubaneswar,Low,Cancelled,7,4281.89,4281.89,29973.23,2025-11-05,User_60,user60@example.com
10061,1199.0,P444,Books,South,Bengaluru,Low,Pending,4,1437.38,1437.38,5749.52,2025-03-26,User_61,user61@example.com
10062,1303.0,P677,Books,West,Mumbai,High,Completed,10,2717.21,2717.21,27172.1,2025-11-26,User_62,user62@example.com
10063,1167.0,P316,Groceries,West,Mumbai,Medium,Pending,8,990.47,990.47,7923.76,2025-07-14,User_63,user63@example.com
10064,1383.0,P652,Electronics,East,Bhubaneswar,Medium,Completed,5,4191.06,4191.06,20955.3,2025-11-29,User_64,user64@example.com
10065,1102.0,P959,Electronics,North,Lucknow,Low,Completed,1,3795.74,3795.74,3795.74,2025-05-03,User_65,user65@example.com
10066,1358.0,P362,Clothing,South,Bengaluru,High,Cancelled,2,2863.45,2863.45,5726.9,2025-11-07,User_66,user66@example.com
10067,,P419,Sports,North,Delhi,Low,Pending,5,629.68,629.68,3148.4,2025-07-23,User_67,user67@example.com
10068,1052.0,P813,Clothing,South,Hyderabad,Low,Cancelled,10,3484.01,3484.01,34840.1,2025-03-03,User_68,user68@example.com
10069,1259.0,P763,Clothing,North,Chandigarh,High,Pending,9,2199.05,2199.05,19791.45,2025-09-08,User_69,user69@example.com
10070,1362.0,P256,Groceries,North,Chandigarh,High,Cancelled,6,3214.37,3214.37,19286.22,2025-09-25,User_70,user70@example.com
10071,1422.0,P848,Sports,East,Patna,Medium,Pending,9,3895.74,3895.74,35061.66,2025-05-06,User_71,user71@example.com
10072,1312.0,P784,Groceries,North,Chandigarh,Medium,Completed,8,1294.93,1294.93,10359.44,2025-09-11,User_72,user72@example.com
10073,1174.0,P386,Sports,East,Kolkata,Low,Pending,8,1139.39,1139.39,9115.12,2025-10-12,User_73,user73@example.com
10074,1250.0,P668,Furniture,North,Lucknow,Low,Pending,4,519.5,519.5,2078.0,2025-11-27,User_74,user74@example.com
10075,1354.0,P349,Clothing,West,Pune,Low,Cancelled,1,555.96,555.96,555.96,2025-07-08,User_75,user75@example.com
10076,1281.0,P438,Clothing,West,Ahmedabad,Low,Pending,9,1784.41,1784.41,16059.69,2025-05-19,User_76,user76@example.com
10077,1061.0,P860,Sports,East,Bhubaneswar,Low,Completed,4,691.21,691.21,2764.84,2025-04-09,User_77,user77@example.com
10078,1389.0,P637,Sports,South,Chennai,Medium,Completed,8,1454.85,1454.85,11638.8,2025-04-10,User_78,user78@example.com
10079,,P646,Furniture,East,Kolkata,Medium,Completed,6,979.26,979.26,5875.56,2025-01-28,User_79,user79@example.com
10080,1052.0,P993,Electronics,East,Patna,Low,Pending,3,3225.56,3225.56,9676.68,2025-08-29,User_80,user80@example.com
10081,1481.0,P982,Groceries,West,Pune,High,Completed,6,1003.38,1003.38,6020.28,2025-07-25,User_81,user81@example.com
10082,1076.0,P930,Sports,West,Mumbai,Medium,Completed,10,3184.28,3184.28,31842.8,2025-05-08,User_82,user82@example.com
10083,1115.0,P894,Sports,North,Lucknow,Medium,Pending,7,3070.96,3070.96,21496.72,2025-08-15,User_83,user83@example.com
10084,1312.0,P857,Electronics,East,Patna,High,Cancelled,7,1596.36,1596.36,11174.52,2025-04-19,User_84,user84@example.com
10085,1038.0,P260,Electronics,East,Patna,Medium,Pending,2,869.58,869.58,1739.16,2025-12-19,User_85,user85@example.com
10086,1359.0,P980,Groceries,West,Pune,High,Cancelled,1,1234.23,1234.23,1234.23,2025-04-30,User_86,user86@example.com
10087,1217.0,P217,Sports,East,Patna,High,Cancelled,10,3339.8,3339.8,33398.0,2025-03-18,User_87,user87@example.com
10088,1304.0,P866,Sports,East,Kolkata,Medium,Pending,2,392.23,392.23,784.46,2025-03-05,User_88,user88@example.com
10089,1256.0,P652,Groceries,West,Ahmedabad,Medium,Completed,5,3528.7,3528.7,17643.5,2025-11-03,User_89,user89@example.com
10090,,P334,Books,North,Chandigarh,Low,Cancelled,6,3058.2,3058.2,18349.2,2025-01-11,User_90,user90@example.com
10091,1265.0,P767,Groceries,East,Patna,Medium,Completed,1,3839.23,3839.23,3839.23,2025-10-27,User_91,user91@example.com
10092,1209.0,P441,Clothing,West,Ahmedabad,Low,Completed,8,4848.37,4848.37,38786.96,2025-03-24,User_92,user92@example.com
10093,1416.0,P878,Sports,East,Bhubaneswar,High,Pending,8,1512.27,1512.27,12098.16,2025-02-15,User_93,user93@example.com
10094,1442.0,P626,Electronics,East,Bhubaneswar,Low,Cancelled,6,668.02,668.02,4008.12,2025-08-25,User_94,user94@example.com
10095,1255.0,P740,Groceries,West,Mumbai,High,Completed,4,2640.35,2640.35,10561.4,2025-05-17,User_95,user95@example.com
10096,1014.0,P745,Sports,South,Bengaluru,High,Cancelled,8,4416.15,4416.15,35329.2,2025-03-23,User_96,user96@example.com
10097,1430.0,P216,Groceries,East,Patna,High,Cancelled,1,2806.03,2806.03,2806.03,2025-03-20,User_97,user97@example.com
10098,1427.0,P594,Groceries,West,Ahmedabad,High,Pending,5,2593.47,2593.47,12967.35,2025-10-10,User_98,user98@example.com
10099,1450.0,P239,Electronics,South,Bengaluru,Medium,Pending,4,4617.15,4617.15,18468.6,2025-06-24,User_99,user99@example.com
10100,1296.0,P775,Groceries,East,Kolkata,High,Pending,5,3657.65,3657.65,18288.25,2025-10-03,User_100,user100@example.com
10101,1233.0,P429,Furniture,West,Pune,Low,Completed,6,2804.4,2804.4,16826.4,2025-10-20,User_101,user101@example.com
10102,1361.0,P930,Groceries,West,Mumbai,Medium,Cancelled,7,313.87,313.87,2197.09,2025-11-30,User_102,user102@example.com
10103,1169.0,P990,Electronics,South,Bengaluru,Medium,Completed,1,718.61,718.61,718.61,2025-09-27,User_103,user103@example.com
10104,1079.0,P176,Groceries,West,Mumbai,Medium,Pending,3,2108.9,2108.9,6326.7,2025-11-16,User_104,user104@example.com
10105,1439.0,P646,Groceries,West,Ahmedabad,Medium,Cancelled,2,4273.65,4273.65,8547.3,2025-09-07,User_105,user105@example.com
10106,1147.0,P332,Books,North,Lucknow,High,Pending,2,1250.37,1250.37,2500.74,2025-02-20,User_106,user106@example.com
10107,1023.0,P432,Electronics,North,Chandigarh,Medium,Pending,3,3500.61,3500.61,10501.83,2025-07-11,User_107,user107@example.com
10108,1405.0,P284,Furniture,West,Mumbai,High,Completed,4,2702.71,2702.71,10810.84,2025-11-09,User_108,user108@example.com
10109,1118.0,P572,Books,West,Ahmedabad,Medium,Pending,4,2538.57,2538.57,10154.28,2025-05-11,User_109,user109@example.com
10110,1226.0,P453,Sports,North,Chandigarh,Medium,Cancelled,5,3420.29,3420.29,17101.45,2025-08-06,User_110,user110@example.com
10111,1247.0,P209,Furniture,East,Bhubaneswar,Medium,Cancelled,5,1076.16,1076.16,5380.8,2025-07-03,User_111,user111@example.com
10112,1202.0,P381,Electronics,East,Patna,Low,Cancelled,5,207.5,207.5,1037.5,2025-01-26,User_112,user112@example.com
10113,1325.0,P294,Sports,West,Pune,Medium,Cancelled,4,3074.62,3074.62,12298.48,2025-12-04,User_113,user113@example.com
10114,1158.0,P907,Groceries,South,Chennai,High,Cancelled,2,4526.68,4526.68,9053.36,2025-07-06,User_114,user114@example.com
10115,1102.0,P235,Sports,South,Hyderabad,Medium,Cancelled,5,1700.92,1700.92,8504.6,2025-09-14,User_115,user115@example.com
10116,1495.0,P925,Clothing,East,Kolkata,Low,Pending,5,4578.84,4578.84,22894.2,2025-02-28,User_116,user116@example.com
10117,1346.0,P841,Books,West,Mumbai,Medium,Cancelled,3,3795.34,3795.34,11386.02,2025-07-07,User_117,user117@example.com
10118,1188.0,P788,Books,North,Chandigarh,Low,Pending,1,1395.85,1395.85,1395.85,2025-10-27,User_118,user118@example.com
10119,1012.0,P734,Sports,West,Ahmedabad,Medium,Cancelled,6,630.9,630.9,3785.4,2025-04-24,User_119,user119@example.com
10120,1209.0,P219,Furniture,North,Lucknow,High,Completed,8,4556.0,4556.0,36448.0,2025-06-05,User_120,user120@example.com
10121,1198.0,P564,Clothing,West,Mumbai,Low,Cancelled,2,1250.52,1250.52,2501.04,2025-12-23,User_121,user121@example.com
10122,1426.0,P601,Sports,West,Ahmedabad,Medium,Pending,3,4438.53,4438.53,13315.59,2025-01-17,User_122,user122@example.com
10123,1185.0,P201,Books,East,Kolkata,Medium,Cancelled,8,2279.01,2279.01,18232.08,2025-11-27,User_123,user123@example.com
10124,1485.0,P968,Groceries,East,Kolkata,High,Cancelled,7,1451.82,1451.82,10162.74,2025-04-19,User_124,user124@example.com
10125,1289.0,P310,Electronics,North,Delhi,Low,Completed,6,1293.49,1293.49,7760.94,2025-10-28,User_125,user125@example.com
10126,1305.0,P102,Clothing,South,Hyderabad,High,Completed,6,3894.41,3894.41,23366.46,2025-10-04,User_126,user126@example.com
10127,,P115,Clothing,East,Kolkata,High,Cancelled,2,3339.18,3339.18,6678.36,2025-06-15,User_127,user127@example.com
10128,1269.0,P216,Books,North,Delhi,High,Pending,5,356.76,356.76,1783.8,2025-08-18,User_128,user128@example.com
10129,1484.0,P729,Electronics,East,Patna,Low,Cancelled,10,634.36,634.36,6343.6,2025-09-24,User_129,user129@example.com
10130,1205.0,P536,Books,East,Bhubaneswar,High,Pending,1,398.04,398.04,398.04,2025-12-31,User_130,user130@example.com
10131,1064.0,P381,Sports,West,Mumbai,Low,Cancelled,2,1678.35,1678.35,3356.7,2025-10-08,User_131,user131@example.com
10132,1309.0,P540,Electronics,East,Bhubaneswar,Low,Completed,10,2699.73,2699.73,26997.3,2025-12-02,User_132,user132@example.com
10133,1423.0,P564,Groceries,South,Bengaluru,Medium,Cancelled,8,4451.65,4451.65,35613.2,2025-02-18,User_133,user133@example.com
10134,1078.0,P803,Groceries,East,Bhubaneswar,High,Completed,6,3359.03,3359.03,20154.18,2025-02-13,User_134,user134@example.com
10135,1066.0,P669,Electronics,North,Chandigarh,Low,Cancelled,2,3748.49,3748.49,7496.98,2025-10-15,User_135,user135@example.com
10136,1481.0,P868,Groceries,East,Patna,Low,Completed,2,2112.96,2112.96,4225.92,2025-05-28,User_136,user136@example.com
10137,1336.0,P593,Furniture,East,Bhubaneswar,High,Pending,2,2931.8,2931.8,5863.6,2025-10-12,User_137,user137@example.com
10138,1432.0,P674,Sports,East,Kolkata,Low,Cancelled,5,2913.09,2913.09,14565.45,2025-11-26,User_138,user138@example.com
10139,1390.0,P416,Clothing,North,Lucknow,Medium,Completed,5,241.87,241.87,1209.35,2025-04-03,User_139,user139@example.com
10140,1497.0,P131,Electronics,South,Chennai,Low,Cancelled,7,440.97,440.97,3086.79,2025-04-21,User_140,user140@example.com
10141,1369.0,P432,Sports,West,Pune,Low,Completed,8,1770.39,1770.39,14163.12,2025-01-27,User_141,user141@example.com
10142,1226.0,P777,Groceries,South,Hyderabad,Medium,Cancelled,10,343.84,343.84,3438.4,2025-08-15,User_142,user142@example.com
10143,1220.0,P213,Clothing,West,Pune,Low,Cancelled,4,3799.22,3799.22,15196.88,2025-10-31,User_143,user143@example.com
10144,1306.0,P156,Electronics,West,Ahmedabad,High,Pending,5,322.55,322.55,1612.75,2025-04-19,User_144,user144@example.com
10145,,P864,Groceries,South,Bengaluru,High,Completed,5,1707.8,1707.8,8539.0,2025-07-14,User_145,user145@example.com
10146,1036.0,P506,Books,South,Chennai,High,Pending,9,4183.44,4183.44,37650.96,2025-01-10,User_146,user146@example.com
10147,1363.0,P755,Groceries,West,Mumbai,Medium,Completed,6,2921.22,2921.22,17527.32,2025-07-27,User_147,user147@example.com
10148,1425.0,P806,Clothing,North,Chandigarh,High,Pending,3,4026.48,4026.48,12079.44,2025-02-24,User_148,user148@example.com
10149,1445.0,P417,Books,South,Bengaluru,Medium,Completed,10,2062.2,2062.2,20622.0,2025-06-20,User_149,user149@example.com
10150,1099.0,P894,Clothing,South,Hyderabad,Medium,Cancelled,9,3202.8,3202.8,28825.2,2025-11-27,User_150,user150@example.com
10151,1308.0,P256,Books,South,Hyderabad,High,Completed,2,817.58,817.58,1635.16,2025-11-18,User_151,user151@example.com
10152,1473.0,P678,Books,West,Pune,Low,Cancelled,10,3823.4,3823.4,38234.0,2025-06-15,User_152,user152@example.com
10153,1155.0,P915,Clothing,East,Kolkata,Low,Completed,8,434.6,434.6,3476.8,2025-06-30,User_153,user153@example.com
10154,1425.0,P393,Electronics,North,Chandigarh,Low,Completed,8,2314.38,2314.38,18515.04,2025-11-11,User_154,user154@example.com
10155,1458.0,P142,Groceries,West,Pune,Low,Cancelled,10,2816.15,2816.15,28161.5,2025-04-07,User_155,user155@example.com
10156,1230.0,P205,Clothing,East,Patna,Low,Completed,8,2556.7,2556.7,20453.6,2025-09-16,User_156,user156@example.com
10157,1268.0,P635,Sports,South,Hyderabad,High,Pending,4,3567.35,3567.35,14269.4,2025-07-10,User_157,user157@example.com
10158,1026.0,P908,Books,East,Bhubaneswar,Low,Pending,7,3894.88,3894.88,27264.16,2025-02-03,User_158,user158@example.com
10159,1370.0,P972,Books,East,Kolkata,Low,Completed,9,3424.06,3424.06,30816.54,2025-06-20,User_159,user159@example.com
10160,1335.0,P815,Books,North,Lucknow,Medium,Completed,3,4592.06,4592.06,13776.18,2025-11-01,User_160,user160@example.com
10161,1416.0,P230,Books,North,Chandigarh,Low,Cancelled,9,1945.73,1945.73,17511.57,2025-12-17,User_161,user161@example.com
10162,,P416,Furniture,North,Lucknow,High,Pending,7,2591.59,2591.59,18141.13,2025-09-06,User_162,user162@example.com
10163,1403.0,P203,Sports,South,Hyderabad,Low,Cancelled,3,859.23,859.23,2577.69,2025-09-27,User_163,user163@example.com
10164,1305.0,P485,Furniture,North,Lucknow,High,Completed,6,4394.32,4394.32,26365.92,2025-12-21,User_164,user164@example.com
10165,1368.0,P343,Groceries,South,Chennai,Low,Pending,8,314.09,314.09,2512.72,2025-08-18,User_165,user165@example.com
10166,1240.0,P955,Furniture,South,Chennai,Medium,Cancelled,4,1616.39,1616.39,6465.56,2025-10-20,User_166,user166@example.com
10167,1214.0,P265,Furniture,West,Pune,Low,Completed,5,3912.81,3912.81,19564.05,2025-05-09,User_167,user167@example.com
10168,1052.0,P828,Sports,North,Lucknow,High,Pending,8,4383.17,4383.17,35065.36,2025-02-12,User_168,user168@example.com
10169,1223.0,P193,Furniture,South,Bengaluru,Medium,Pending,8,4536.0,4536.0,36288.0,2025-01-14,User_169,user169@example.com
10170,1041.0,P483,Furniture,West,Mumbai,High,Pending,7,2559.83,2559.83,17918.81,2025-02-20,User_170,user170@example.com
10171,1241.0,P812,Furniture,East,Kolkata,Low,Pending,3,287.69,287.69,863.07,2025-08-18,User_171,user171@example.com
10172,1280.0,P844,Sports,North,Delhi,Low,Pending,1,1354.03,1354.03,1354.03,2025-02-26,User_172,user172@example.com
10173,1327.0,P912,Sports,East,Kolkata,Medium,Completed,5,697.06,697.06,3485.3,2025-02-26,User_173,user173@example.com
10174,1123.0,P835,Furniture,West,Ahmedabad,Medium,Pending,9,180.53,180.53,1624.77,2025-01-01,User_174,user174@example.com
10175,1043.0,P636,Clothing,East,Kolkata,High,Cancelled,10,2141.18,2141.18,21411.8,2025-10-06,User_175,user175@example.com
10176,1191.0,P359,Books,North,Chandigarh,High,Pending,8,313.32,313.32,2506.56,2025-02-04,User_176,user176@example.com
10177,1170.0,P236,Electronics,East,Kolkata,Medium,Cancelled,2,3880.36,3880.36,7760.72,2025-06-23,User_177,user177@example.com
10178,1093.0,P930,Furniture,South,Chennai,High,Cancelled,8,4906.01,4906.01,39248.08,2025-08-23,User_178,user178@example.com
10179,1021.0,P423,Clothing,North,Chandigarh,Low,Pending,4,314.65,314.65,1258.6,2025-10-06,User_179,user179@example.com
10180,1182.0,P982,Electronics,West,Pune,Low,Pending,1,3791.13,3791.13,3791.13,2025-05-20,User_180,user180@example.com
10181,1458.0,P495,Clothing,North,Chandigarh,High,Pending,7,4458.48,4458.48,31209.36,2025-12-21,User_181,user181@example.com
10182,1217.0,P180,Groceries,West,Pune,Low,Completed,9,1406.93,1406.93,12662.37,2025-10-07,User_182,user182@example.com
10183,1156.0,P556,Sports,East,Bhubaneswar,Low,Pending,2,492.34,492.34,984.68,2025-03-27,User_183,user183@example.com
10184,1180.0,P729,Groceries,West,Pune,Medium,Cancelled,8,307.54,307.54,2460.32,2025-01-30,User_184,user184@example.com
10185,1347.0,P263,Electronics,North,Lucknow,High,Cancelled,7,1880.22,1880.22,13161.54,2025-12-14,User_185,user185@example.com
10186,1187.0,P470,Groceries,West,Mumbai,Low,Completed,3,429.44,429.44,1288.32,2025-11-06,User_186,user186@example.com
10187,1390.0,P178,Sports,South,Chennai,High,Cancelled,8,4749.24,4749.24,37993.92,2025-07-07,User_187,user187@example.com
10188,1376.0,P290,Groceries,West,Pune,Low,Pending,5,1323.1,1323.1,6615.5,2025-10-15,User_188,user188@example.com
10189,1313.0,P392,Books,North,Chandigarh,Medium,Completed,5,3549.79,3549.79,17748.95,2025-03-04,User_189,user189@example.com
10190,1044.0,P929,Books,South,Hyderabad,Medium,Cancelled,8,946.02,946.02,7568.16,2025-06-27,User_190,user190@example.com
10191,1080.0,P828,Books,North,Lucknow,Low,Cancelled,9,1522.78,1522.78,13705.02,2025-03-31,User_191,user191@example.com
10192,1071.0,P342,Groceries,East,Patna,High,Pending,4,694.68,694.68,2778.72,2025-10-11,User_192,user192@example.com
10193,1033.0,P416,Groceries,East,Bhubaneswar,Low,Cancelled,9,735.88,735.88,6622.92,2025-09-03,User_193,user193@example.com
10194,1328.0,P175,Groceries,West,Pune,Medium,Cancelled,10,461.38,461.38,4613.8,2025-09-22,User_194,user194@example.com
10195,1494.0,P232,Groceries,East,Kolkata,Low,Completed,9,3234.99,3234.99,29114.91,2025-03-05,User_195,user195@example.com
10196,1115.0,P454,Sports,South,Bengaluru,Medium,Completed,3,893.64,893.64,2680.92,2025-05-09,User_196,user196@example.com
10197,1314.0,P646,Electronics,South,Chennai,Low,Cancelled,9,1444.81,1444.81,13003.29,2025-03-28,User_197,user197@example.com
10198,1431.0,P677,Electronics,South,Hyderabad,High,Completed,10,3631.1,3631.1,36311.0,2025-01-24,User_198,user198@example.com
10199,1327.0,P131,Groceries,East,Patna,Low,Cancelled,4,3858.1,3858.1,15432.4,2025-05-29,User_199,user199@example.com
10200,1152.0,P564,Electronics,East,Bhubaneswar,Low,Completed,4,4042.97,4042.97,16171.88,2025-03-22,User_200,user200@example.com
10201,1073.0,P420,Books,West,Pune,Medium,Cancelled,8,2375.77,2375.77,19006.16,2025-06-26,User_201,user201@example.com
10202,1123.0,P577,Electronics,West,Mumbai,Medium,Pending,6,2623.4,2623.4,15740.4,2025-05-07,User_202,user202@example.com
10203,1315.0,P528,Furniture,South,Hyderabad,High,Pending,1,1522.04,1522.04,1522.04,2025-10-23,User_203,user203@example.com
10204,1255.0,P415,Groceries,East,Kolkata,High,Completed,3,2541.5,2541.5,7624.5,2025-07-21,User_204,user204@example.com
10205,1144.0,P606,Sports,West,Mumbai,Low,Cancelled,4,2958.39,2958.39,11833.56,2025-08-29,User_205,user205@example.com
10206,1451.0,P370,Books,East,Patna,Medium,Pending,1,4251.14,4251.14,4251.14,2025-07-07,User_206,user206@example.com
10207,1283.0,P395,Electronics,North,Chandigarh,Medium,Cancelled,1,2894.38,2894.38,2894.38,2025-08-19,User_207,user207@example.com
10208,1201.0,P482,Clothing,East,Patna,Low,Pending,10,682.17,682.17,6821.7,2025-03-15,User_208,user208@example.com
10209,1019.0,P240,Books,South,Chennai,Medium,Pending,9,2066.8,2066.8,18601.2,2025-09-23,User_209,user209@example.com
10210,1476.0,P727,Clothing,West,Mumbai,High,Pending,10,4476.35,4476.35,44763.5,2025-11-12,User_210,user210@example.com
10211,1250.0,P825,Sports,East,Patna,Medium,Pending,6,2585.84,2585.84,15515.04,2025-01-09,User_211,user211@example.com
